Additional data collected for market,,,,,,,
meta.instanceID,M-q705_cropShareAg,M-q706_cropSP,M-q707_cropAvgSP,M-q708_marketDistance,O-q801_newMgmtUse,uniqueid ,D-q420_cropSeedAmt
uuid:bd7ae4a8-bd31-48c7-bec3-c13467062be9,30,1200,1100,5,None,1897,12
uuid:72a9a018-6d05-48aa-9476-b1d35b1bb0ed,10,1200,1200,5,None,1898,10
uuid:215035ac-4b7e-40db-84e2-a398aa165afd,10,1200,1200,5,None,1899,6
uuid:ed786a0a-6f85-46d5-a71f-b5ea6f2d614d,60,1200,1100,12,None,1900,6
uuid:67db2155-5068-478e-b3ff-3ea46266b30c,10,1100,1100,12,None,1901,6
uuid:7b73b28d-04b5-4d9e-a619-21d631e69305,30,1200,1000,5,VarietyReplacement,1902,6
uuid:962b3a29-e845-4495-9f44-bdc5433fdb92,20,1200,1100,5,None,1903,15
uuid:55e2726c-5b8a-4d1b-8c73-b6d28a84e039,40,1400,1200,7,None,1904,2
uuid:638bb47a-acd9-4e72-ac43-66d03d800429,10,1400,1000,5,VarietyReplacement WeedManagement,1905,2
uuid:db0d42bc-b7f5-4703-9ac0-67e358cb83da,10,1350,900,6,VarietyReplacement,1906,2
uuid:032c7496-c651-4703-b938-108b5877c409,20,1350,900,6,VarietyReplacement,1907,1
uuid:fb5f4b77-c641-41b3-991f-effb63a81d45,20,1200,1000,5,VarietyReplacement,1908,0.5
uuid:3ab4c51b-e22f-4eac-a341-89d2ebd8ddf4,20,1300,1000,5,VarietyReplacement WeedManagement,1909,1
uuid:61e6f798-4ca6-4b0e-98b8-6c7dda7bebd2,10,1350,1250,5,VarietyReplacement,1910,0.5
uuid:3e497f45-35d6-4b90-ab35-d3b3fa883899,20,1400,1000,5,VarietyReplacement WeedManagement,1911,1
uuid:90463405-5ce7-4997-adf5-ac1ce48835eb,10,1200,1200,7,None,1912,4
uuid:e2a472cf-69d7-4770-9fc3-6c7bdefe8c07,60,1300,1300,7,WeedManagement,1913,2
uuid:d9fcbbd7-4147-4c68-a4f8-7914b7f60077,50,1300,1300,4,NutrientManagement VarietyReplacement IrrigationManagement WeedManagement,1914,5
uuid:87bcf583-0de6-44f4-9cff-9883a59b53e2,40,1200,1200,4,NutrientManagement VarietyReplacement IrrigationManagement WeedManagement,1915,2
uuid:4c709ba4-8662-41e2-a0da-46aa26009286,60,1200,1200,10,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,1916,20
uuid:7fea1169-436d-4f17-94e8-0d68bb5ae9d8,60,2000,1700,3,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,1917,16
uuid:6723b23b-cd73-44ca-a34d-7a8884741290,60,1800,1500,5,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,1918,12.5
uuid:d23d074d-ef2c-4bb2-a35a-c82f031fda26,0,1500,1300,5,NutrientManagement CropEstablishment VarietyReplacement WeedManagement,1919,1
uuid:19955c7d-ccbd-4bbd-b54b-53b951a67b42,70,1400,1200,6,None,1920,12
uuid:c25c6b36-fe74-45b5-bfbd-f79ef2887288,90,1420,1300,6,None,1921,18
uuid:fd6faa12-2042-4636-bd87-231ee04577d8,70,1200,1000,8,None,1922,4
uuid:633d50c7-4578-4de0-866a-d1dfc56322e7,30,1400,1200,8,None,1923,10
uuid:1e7d4dc8-7e32-4c33-ba40-01194eabbb7b,70,1800,1500,7,None,1924,70
uuid:0284804e-c036-43be-8c07-023cfa0237b9,40,1400,1200,6,None,1925,4
uuid:6d421d35-008b-414b-a671-7fb05b92f70e,20,1420,1400,6,None,1926,1.25
uuid:be99a666-ea82-4793-b794-e58a6bcc8b16,60,1200,1100,10,VarietyReplacement,1927,3
uuid:03efcfce-df85-4c43-b36b-03f876132322,80,1200,1100,5,NutrientManagement WeedManagement,1928,40
uuid:d26a4d60-e410-40e5-ab0a-e459c5fb9807,100,1600,1500,9,None,1929,10
uuid:8edd7a03-d0fb-4872-9ce9-3a717f4519d2,80,1400,1200,9,None,1930,1.5625
uuid:7122e96f-c477-476e-92fb-0a041a5f2fcc,80,1300,1150,10,None,1931,3.5
uuid:6be3c868-61f8-4a87-b1e6-a87bb72f5842,90,1300,1200,10,None,1932,1.5
uuid:ae30beb1-93c9-485e-b993-6c9deb3643cb,5,1400,1200,6,None,1933,3
uuid:93dfc4e3-c206-4d5e-97c6-72b00784c8d3,40,1800,1500,3,None,1934,2
uuid:ad5c42b2-be32-4cc9-9b47-ff975948ff93,60,1700,1600,3,None,1935,16
uuid:19cd2216-ed78-4101-962f-f1c64999f91b,0,1420,0,6,None,1936,1
uuid:97b7fc7b-a643-4fd2-9ceb-0e78becef085,30,1500,1300,10,None,1937,5
uuid:10a99e18-3c69-4ca0-a5d9-64c1292d132d,70,1300,1100,0.5,NutrientManagement VarietyReplacement,1938,2.5
uuid:ec5ee8e0-30e7-4c19-954e-7610aef48bc1,40,1400,1050,7,VarietyReplacement WeedManagement,1939,48
uuid:c78968ad-572f-4f67-b49b-3d3e96d57f39,10,1200,1050,7,VarietyReplacement WeedManagement,1940,7
uuid:6f38005a-5326-47fe-b26c-b71ae0e3dd1c,30,1400,1100,8,None,1941,20
uuid:4f26acf5-c189-488b-a8b9-8cf456ad8664,0,1400,1200,7,NutrientManagement WeedManagement,1942,12
uuid:143b2a84-75dc-4daf-a140-6d0f1a4704a5,50,1400,1150,5,NutrientManagement VarietyReplacement,1943,1.2
uuid:729da63b-9c52-47a1-8741-ecf1804aa53c,40,1400,1100,7,NutrientManagement VarietyReplacement WeedManagement,1944,25
uuid:323c1ce6-47d6-4ad1-988b-89b2e2d1a220,40,1100,1100,1,None,1945,10
uuid:26da7c4c-3811-4c3c-981d-9e89900f1764,40,1400,1000,6,VarietyReplacement,1946,12
uuid:857a3088-3414-4f6a-a994-fa48f96e02fc,30,1200,1100,6,VarietyReplacement,1947,4
uuid:0085068b-b552-4b92-8a72-da6305142572,30,1400,1000,6,CropEstablishment VarietyReplacement,1948,36
uuid:b4ec4b2b-1e64-48b0-8284-08f57576f541,20,1100,1000,6,VarietyReplacement,1949,2
uuid:56749ec5-b1c0-41f5-964e-d6c789fc72db,10,1300,1000,5.5,VarietyReplacement,1950,4
uuid:8a52bad5-3f96-472d-a0ce-f722d3104d5f,20,1300,1200,6,VarietyReplacement,1951,2
uuid:84238f25-8e00-4c6d-9e5c-5653dd81a1ec,10,1100,1050,9,VarietyReplacement,1952,0.5
uuid:34f0d3c2-62b8-4333-92af-acb3f025662e,5,1500,1400,5,NutrientManagement,1953,3
uuid:43c75aa2-6106-4831-bffe-2c4025484d5b,50,1600,1500,6,NutrientManagement,1954,4
uuid:6a295a54-788c-4b90-a062-a1e7afe440ad,20,1500,1450,6,NutrientManagement,1955,9
uuid:99a24cfe-fe0e-41ea-b672-8a21521652c6,60,1500,1400,10,VarietyReplacement WeedManagement,1956,4
uuid:9d73be5a-9037-441d-9700-9d10a77adb9d,30,1500,1300,5,None,1957,5
uuid:c4b44df6-23b6-400b-84af-a5cd3db54563,0,1600,1300,5,None,1958,5
uuid:7c9cd541-120b-48aa-943e-05f6a75dbe7a,60,1500,1300,5,IrrigationManagement,1959,7
uuid:c258e519-9b7d-4b8d-b128-19ae041920a0,30,1560,1100,3,None,1960,9
uuid:a3dd9ab5-b74e-4216-a8ab-e284377b5670,20,1600,1200,3,None,1961,4
uuid:1ad0b671-31d9-4a17-b5d3-76bc2dc95894,20,1550,1200,3,None,1962,2
uuid:76d8071e-9d46-4cbb-a6b0-6b3fe2680748,60,1600,1300,1.5,None,1963,1.5
uuid:ac8d55d7-708c-4c1a-af10-fbf06716a465,70,1600,1400,0.5,None,1964,1.25
uuid:54ebc0b6-a516-49dc-a0d0-c65156b18fd4,70,1600,1400,1.5,None,1965,2.5
uuid:117bedeb-c448-43eb-9248-b0bc932e3df2,60,1700,1400,1,None,1966,2.5
uuid:32cad0e1-6d54-4765-8b26-8fd8c4091924,60,1600,1400,0.5,None,1967,1.5
uuid:5abb3f1f-09f7-4efe-bc28-ef4f4fb84d01,60,1700,1500,1.5,None,1968,20
uuid:45e6fa38-dacc-45f6-b102-1e3d42766044,60,1800,1500,1.5,None,1969,2
uuid:00fd6fbc-f958-4e62-8c5d-5a8e55978a9c,70,1300,1300,6,WeedManagement,1970,4
uuid:f1427bad-2619-4496-8367-69bbf6e5c60d,60,1200,1200,6,NutrientManagement CropEstablishment IrrigationManagement,1971,2
uuid:408bf437-370d-4e6f-99e2-9b7afe1f9001,100,1300,1300,6,WeedManagement,1972,9
uuid:8988015e-5744-4761-b7a7-10aebd5bce86,50,1510,1200,1,None,1973,13
uuid:39882b8e-981d-4d78-9f7a-84e90aa5d502,30,1200,1100,2,None,1974,20
uuid:c86aefd4-76e0-480a-80ac-4dca34b25b54,20,1500,1100,2,VarietyReplacement,1975,6
uuid:a5fab795-2a9d-470a-813b-bf551fdd02f8,10,1200,1100,36,None,1976,15
uuid:aa8e0091-1a98-4a15-b36c-604e8b6d18a2,30,1200,1100,36,None,1977,15
uuid:8c8e4be9-b63d-427f-b7e1-4e9be3953486,70,1550,1300,1,None,1978,13
uuid:7e538133-0fbc-40e3-a12f-aab47a04cb19,60,1550,1300,1,None,1979,13
uuid:75b81b82-2dba-48ba-ba92-38fccf63304e,60,1520,1300,1,None,1980,5
uuid:e52dc1f8-ae63-40b7-8a5b-b7a7ab25d5ce,30,1550,1300,1,None,1981,4
uuid:b35c01e2-1741-4bba-9dc3-4a48b6dc7b96,10,1520,1200,5,None,1982,16
uuid:560e8266-3784-498f-8d22-602945e0bf13,60,1520,1300,5,None,1983,4
uuid:01a45f0e-bbfe-4750-bb7c-3a6bd553e346,30,1520,1300,5,None,1984,5
uuid:3689ee6f-250c-43af-ad0d-851554b49c62,0,1520,1300,5,None,1985,4
uuid:65fe4017-40c2-4689-821f-68cc17b47e18,10,1520,1200,5,None,1986,2.5
uuid:a3a892df-c2d2-4618-84a3-0274fc19e1eb,0,2200,1800,15,NutrientManagement VarietyReplacement WeedManagement,1987,18.75
uuid:c3699f3f-661c-4d11-9612-6c45ad6318cf,60,1500,1500,15,NutrientManagement CropEstablishment IrrigationManagement WeedManagement,1988,22.5
uuid:3be87196-b115-4d1d-bff0-f2aa60539321,0,1500,1500,11,NutrientManagement CropEstablishment IrrigationManagement WeedManagement,1989,6.25
uuid:e6203073-d3c0-4223-99db-60e7428e830b,60,1500,1500,3,NutrientManagement CropEstablishment IrrigationManagement WeedManagement,1990,7.5
uuid:f8090e78-55e2-42d8-8552-bbeb026841e0,100,1500,1500,10,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,1991,3.125
uuid:fa16fa67-0d5a-49c2-826c-5f1c5a481dd2,60,1500,1500,10,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,1992,1.5
uuid:710a3870-1282-4081-893e-f01b04ab6fcf,60,900,850,15,None,1993,3
uuid:af640d3b-e51c-4d6e-a398-fe8b409c4d77,60,1300,1200,1,None,1994,4
uuid:295f3c0e-48a2-48c8-9616-0405a71660d4,60,800,750,7,None,1995,4
uuid:9a557c3a-e60c-43da-980d-4bd51918105b,50,1400,1300,6,None,1996,2
uuid:8453de10-0770-41b2-aaf7-777cd8271237,30,1000,1100,5,None,1997,6
uuid:831a7c66-945e-480d-b656-0d34a611c781,70,1200,1200,6,None,1998,6
uuid:77187ac9-4185-4c96-91e5-856eb31f8aef,70,1500,1200,3,None,1999,12.5
uuid:c0279cc0-9906-411e-97e2-c21a01b8d301,60,1200,1100,6,None,2000,8
uuid:bb3bf00b-6da3-40aa-b058-7e21d7e4b778,60,1200,1200,5,VarietyReplacement,2001,13
uuid:e103e0cd-ed26-4a4f-a2a9-4c390469f670,30,1500,1300,10,None,2002,4
uuid:9de240ef-8beb-4ab0-8b0a-20e429ed3755,0,1400,1400,10,None,2003,2
uuid:8525dc7c-1c0b-434e-8eef-b48120e02b91,0,1500,1300,10,None,2004,2
uuid:30d14be4-6a87-4b6d-ac95-dc61f28b31ac,20,1300,1150,3,None,2005,1.5
uuid:e19e98ba-97d1-4789-9acc-693a3aea73b5,60,1800,1400,6,VarietyReplacement,2006,3
uuid:7f373265-6bce-4381-89fe-e214a86084c5,60,1400,1350,5,None,2007,20
uuid:dd7a7b77-fa3f-4868-bf5a-bffcbb795533,40,1400,1200,6,WeedManagement,2008,25
uuid:59977527-3289-4708-a6bd-7d664b19e2ae,90,1400,1400,55,None,2009,25
uuid:1975a002-32c9-490b-aa4b-64fa57890fc3,70,1400,1400,4,None,2010,6
uuid:05a5ab80-7b10-42f5-970b-27fdb459527e,30,1200,1200,4,None,2011,4
uuid:1baa790d-0e1e-4e50-b9c7-ea2a3637f3f6,70,1200,1200,5,NutrientManagement,2012,5
uuid:1b9616cd-6e8c-4a30-b7c1-5d38fec2f1a2,50,1550,1250,2,None,2013,28
uuid:ac6110d0-2c8f-4ad2-beb2-13a3601686bc,30,1400,1400,8,None,2014,2.5
uuid:1c6b87a3-c700-475a-9ab7-72c59507f6b6,60,1500,1300,10,None,2015,5
uuid:43556f92-61fc-44d6-bad5-351b60230b96,50,1400,1400,8,None,2016,5
uuid:77b33ca8-3b51-4a93-95a7-acf73ab49fe9,80,1600,1500,7,None,2017,18
uuid:1f94a60f-a4ae-4690-90b6-a77fb6ecd3e2,0,1400,1400,8,None,2018,2.5
uuid:4292d5e8-d909-4ad9-94c1-2687805a6c87,20,1500,1300,10,None,2019,4
uuid:950182bd-f851-43a8-97fa-c70b65170345,40,1500,1200,10,None,2020,5
uuid:54927006-4e5f-47b7-a82c-748792ff006e,40,1500,1400,8,None,2021,10
uuid:811eff5b-07a2-4a69-a6a6-e79752a11e08,30,1500,1400,8,None,2022,5
uuid:e132a4a3-2aa9-4ce3-bf8f-27e976e33bb0,20,1800,1800,1,None,2023,5
uuid:c06b8fe3-3e88-467b-bf79-3443fb4fc340,40,1800,1500,1,IrrigationManagement,2024,4
uuid:481418c2-f71b-4767-a2ba-bfa8a93758c6,30,1800,1400,10,None,2025,2
uuid:51fd3dd2-af77-4402-8d57-c41542431242,20,1800,1400,10,IrrigationManagement,2026,1
uuid:ce4bfa77-a424-4103-b9dc-122355a5f30b,30,1800,1400,10,None,2027,2
uuid:f9b8d134-cf52-4d01-89d9-240da0d466c5,60,1500,1300,8,None,2028,10
uuid:ef0550a3-ce0c-4058-9ef4-238f1743e6b1,30,1500,1300,10,None,2029,5
uuid:a8930e13-8848-40a2-a2d9-13700dc5b32f,40,1400,1200,5,VarietyReplacement,2030,4
uuid:15b96651-c975-4fa4-885e-3ba92034be40,60,1500,1300,0.5,None,2031,5
uuid:440eb3e7-0d6d-445a-b9bd-f99ff522cbe3,50,1200,1100,1,NutrientManagement VarietyReplacement,2032,8
uuid:8defee84-3c41-423a-8d76-83e8921be301,50,1400,1100,0.5,NutrientManagement VarietyReplacement,2033,5
uuid:06ea3933-57db-4b61-9342-f8a0fc886a66,0,1300,1150,2,None,2034,10
uuid:991fdd75-a7a0-4609-b020-8c2a3bde5a5d,50,1300,1150,1,NutrientManagement WeedManagement,2035,12
uuid:bfebf22b-605d-46ad-bd94-d6d281c013ee,100,1300,1000,4,VarietyReplacement WeedManagement,2036,32
uuid:ce4838c7-7b30-4fc3-8082-c35231d5a7c4,40,1500,1100,4,None,2037,1.6
uuid:24ee155d-71c4-49a2-9609-5a467e8de2d9,40,1400,1250,0.5,NutrientManagement,2038,6
uuid:6d080f1b-7c64-4104-b470-1793b41ee258,50,1100,1050,4,None,2039,30
uuid:db7c3377-16c1-4e01-a5bc-82d242627ab4,60,1400,1100,1.5,NutrientManagement VarietyReplacement,2040,4.8
uuid:d21909c9-7df8-4ef7-ac9a-e3f643089bdc,10,1400,1200,5,None,2041,10
uuid:b924cd23-7fa3-42b0-82de-ead47b163c6b,30,1400,1250,0.5,NutrientManagement,2042,8
uuid:88c956da-43af-4cae-88c0-b31190bfcfe5,40,1250,1100,3,VarietyReplacement,2043,1
uuid:d5c1e51d-be2d-4e56-ad6e-7cc2c6d5c230,30,1200,1050,3,VarietyReplacement,2044,15
uuid:4ec2cc78-77b7-47c6-8336-40d65e7bd1ef,40,1300,1000,3,VarietyReplacement,2045,1
uuid:970384dd-076d-4e80-954a-d80386ebc9da,30,1300,1000,3,VarietyReplacement,2046,1
uuid:2cf5ccbc-2294-40c8-bf97-ace9115986af,30,1250,1050,3,VarietyReplacement,2047,1
uuid:2a14f481-3677-4055-95ae-9aa7be01e520,40,1200,1050,3,VarietyReplacement,2048,4
uuid:f265ac5c-9eb5-4f71-9936-187bfe892119,20,1250,1000,1,VarietyReplacement WeedManagement,2049,2
uuid:34e0e03a-5032-41c9-a999-fff9858cc5e3,20,1200,1100,3,None,2050,8
uuid:318c5e0d-7fe6-4371-8ac5-d3631ad1e5c8,20,2000,1600,13,None,2051,10
uuid:dddd3632-9efc-4cc6-b528-86df3d53494c,60,1500,1400,3,None,2052,160
uuid:9b052e2b-7aad-4293-8e36-ee0d6c3ed9b9,60,1600,1500,3,None,2053,24
uuid:c31524fa-c789-4649-8814-6415143fb476,50,1800,1500,13,None,2054,7
uuid:ad9fd657-ee2c-4ee9-aee4-6f8be43d4207,50,2000,1600,12,None,2055,20
uuid:87b3ec9f-96ca-481b-9a52-bf4f39ca9aa5,40,2000,1500,4,None,2056,18
uuid:a25e5f85-23d8-4271-86a6-81c35ef10c71,60,1500,1200,4,None,2057,20
uuid:13789559-c487-4a8c-ae64-c2163433f96f,50,1520,1200,3,None,2058,5
uuid:ad12950d-775b-48fa-ba5a-77c166bc0ae9,70,1520,1200,5,None,2059,22
uuid:b1cb05c3-2b0e-4841-a0f6-ede7e23570c1,50,1520,1300,3,None,2060,10
uuid:9e46b4ad-4505-40f2-890b-b7cb1b989acf,60,1520,1200,10,None,2061,4
uuid:6916dbf6-2e75-4a43-8dc5-239c895cb2c7,60,1520,1200,12,None,2062,20
uuid:0839c2c9-e91a-4d0b-b2ee-f9b6ac44effe,60,1520,1200,12,CropEstablishment,2063,4
uuid:6497be18-dcb9-48f3-96b2-96b3023e5a3d,50,1520,1250,12,IrrigationManagement,2064,20
uuid:c2f55c4d-fb10-41b3-a30d-4b9d9b25d4c5,20,1520,1300,4,None,2065,5
uuid:de75d8e4-3124-4a9d-b598-dafe406e17dd,40,1520,1250,5,IrrigationManagement,2066,5
uuid:b86efad8-3803-4ccb-8f64-eb777fc31c88,50,1520,1250,5,None,2067,5
uuid:015c9a65-7c76-48aa-8cd9-c31ea980e580,50,1520,1200,5,NutrientManagement,2068,5
uuid:5c320db6-54b8-4149-bd8a-b8d694bcfa55,20,1520,1200,5,None,2069,5
uuid:b485df86-4407-4e99-93c2-204f02ff5bd4,40,1520,1200,3,None,2070,4
uuid:3d7bd96a-35b7-4d18-8ba1-9d7d4cc238aa,60,1450,1500,8,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2071,2
uuid:5a2c1f9c-4b0e-4bb1-9ed0-a244ad8efbd3,60,1800,1500,8,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2072,3
uuid:f91385aa-ceb8-465f-87a0-1ba80e64d8a8,50,1800,1500,8,NutrientManagement CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2073,18.75
uuid:11cf1d40-37dd-4c1f-8e20-bacff5b64bf1,70,1200,1000,6,None,2074,1.5
uuid:fac161e4-ebce-4d6d-aeb5-27b7f29c90ad,10,1300,1200,6,None,2075,2
uuid:53d2e94f-38fe-486d-9cc0-1b2777ffa743,70,1300,1150,8,None,2076,6.25
uuid:5d79414c-b925-41d1-971e-b7bcafc54207,90,1200,1200,5,None,2077,5
uuid:56a559f2-5fa7-4192-8c2a-2c09eebe5f91,60,1400,1200,7,None,2078,2
uuid:ffc00830-9a14-4f81-b437-3e70cc381bfe,60,1400,1200,7,None,2079,5
uuid:2bd409b3-2ddb-48ee-bbb8-5d18cd568094,0,1200,1150,5,None,2080,6.25
uuid:ab399a6a-f578-416b-8413-92539567cb44,50,1500,1600,7,None,2081,4
uuid:5519fdf7-1953-4b04-adf4-be3f8cea069f,50,1300,1250,7,None,2082,1.875
uuid:68a1c9b5-4662-4d9c-a3cd-725c10e10cc4,10,1200,1100,7,None,2083,3
uuid:c65a5d78-7dfc-4352-800c-3b063fe071f2,40,1400,1500,7,None,2084,3
uuid:218518a6-5ace-4046-bef8-fa2f7df33052,10,1400,1200,2,None,2085,10
uuid:c7d259e9-f127-42d1-8769-49465fe64983,5,1300,1100,2,None,2086,1
uuid:8f57e69b-415a-47ae-922e-caa58e6cd859,30,1400,1800,8,None,2087,6.25
uuid:9c34ce2a-6817-492b-9356-ddc61ea2f8af,20,1800,1400,10,IrrigationManagement,2088,10
uuid:5bf7b4dd-1646-4d53-a9e7-a7600d2607ee,40,1800,1500,10,None,2089,5
uuid:ea3b8f68-3ac4-4c3a-a101-cc08bd2958a4,50,1800,1500,10,None,2090,5
uuid:b7ef57ce-e4f5-4b36-844c-e2373d4cc30d,0,1200,1100,7,None,2091,1.5625
uuid:1f04b961-bb57-42d7-9092-0ec41d99da53,50,1300,1100,7,None,2092,3.125
uuid:090b2ef1-2098-47fe-a46f-a2410a679a4c,10,1400,1100,0.5,None,2093,5
uuid:2f31a5fe-c18f-4d09-8758-70696429f5da,30,1400,1050,7,VarietyReplacement,2094,18
uuid:46826424-1fb3-4b37-bbc5-6ca94237977f,30,1500,1300,0.5,None,2095,17
uuid:fab00b9b-c34d-40d1-98b2-ab73f24f0df3,5,1400,1050,1,None,2096,6
uuid:2e822a79-3f75-4808-811d-07d5a985e2b3,30,1350,1250,0.5,None,2097,6
uuid:4e1dfefc-5489-4561-8307-8ef9f041b092,30,1250,1200,0.5,None,2098,6
uuid:b0d04171-b08d-4089-a34c-c4376c8e13f8,60,1600,1400,0.5,NutrientManagement VarietyReplacement,2099,4.5
uuid:57866418-aad4-4c7b-95a9-0d4f2aa17e0b,10,1350,1200,2,VarietyReplacement,2100,1
uuid:08002d00-37a4-48e0-be48-f24571fc734b,20,1300,1200,2,VarietyReplacement,2101,0.5
uuid:591a4501-193c-4232-acef-d9923651e0ef,40,1600,1200,3,None,2102,2
uuid:cf9d10a8-ec6e-4cd3-bdc3-a4929621830f,40,1700,1200,3,None,2103,4
uuid:690d79bc-3aba-4975-bbbf-043b22d81730,20,1600,1200,3,None,2104,2
uuid:6b7541ba-04f7-4b4d-bf88-9ec7faa36a23,40,1550,1000,3,None,2105,3.5
uuid:1152956b-9c70-461d-9695-6240c5117d39,60,1600,1400,1,None,2106,1.5
uuid:884ba7ac-ee9f-450e-bc6b-df3db32471af,80,1800,1500,7,None,2107,5
uuid:edb41c8f-dd15-42b4-91e3-784f821da834,50,1300,1400,7,None,2108,10
uuid:7dbe2abb-ee3b-45c3-b59c-936f80e36983,80,1700,1500,7,None,2109,1.5
uuid:fc3d32ab-1fee-4a8d-b7fc-a20d833c6061,60,1800,1500,8,None,2110,2
uuid:3fbc84c3-8ab6-4266-8671-44eca6095fe3,60,1800,1500,8,None,2111,2
uuid:50069ede-911c-4715-a386-b80a343a7f15,60,1300,1500,8,None,2112,2
uuid:c0e27efe-f83e-4f17-a5a8-0f09a627b739,100,1600,1600,11,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2113,2.5
uuid:11b01e9e-6986-484f-b65a-739e71de5ebc,60,1300,1400,11,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2114,1.5
uuid:feb9d008-d118-4899-9542-5886f2eac3cf,50,1450,1450,11,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2115,2.5
uuid:5673a186-fc99-469c-a702-4b983e9a8894,40,1600,1100,5,None,2116,15
uuid:68289387-b94b-44cf-a7f7-a1d7a3e3a8d3,20,1400,1100,5,None,2117,14
uuid:a9248107-d874-463c-a9a7-fda00198ef9a,20,1400,1000,3,None,2118,10
uuid:cdf35c29-1aef-4300-aa88-370e8f726afb,20,1600,1200,3,None,2119,15
uuid:5698606f-ee6f-4646-b90f-158b5d2995b3,50,1400,1200,1,None,2120,4
uuid:bdf2ae83-c558-407b-8f38-e894b5df5d7f,20,1150,1100,2,None,2121,2
uuid:d89fa993-e780-48d1-a869-ebbe31936b86,10,1350,1200,1,None,2122,3
uuid:fffa88ad-6cc5-42f8-a9a7-2f48860bcc02,30,1350,1200,1,None,2123,2.5
uuid:56cf796a-d81c-4660-8431-722ba4bc3dde,40,1300,1250,5,IrrigationManagement,2124,11
uuid:db8cd943-f772-4233-971a-3c28839bd3cd,30,1520,1200,5,None,2125,5
uuid:d070c29d-f11c-4db9-8a51-155efd110dd0,60,1520,1200,5,VarietyReplacement,2126,5
uuid:f58cba4d-7c19-442c-97a0-566d734761ab,60,1520,1200,5,None,2127,24
uuid:571f76bd-4c15-46fc-8725-32956cfa01cd,40,1520,1200,3,None,2128,6.5
uuid:eef6dba1-fa09-446b-9371-78a76f8c5669,10,1520,1200,3,None,2129,5
uuid:cecbbc5f-ed0c-4946-9681-1facdcde1eb0,60,1520,1300,5,NutrientManagement,2130,5
uuid:aeadfed4-a224-4d9c-b2c4-c0a89c28a4b5,60,1520,1200,3,IrrigationManagement,2131,5
uuid:e24161f3-f608-491f-b546-6301902d99aa,30,1520,1200,3,None,2132,5
uuid:33f3afe9-b3df-4c6b-bd1e-c9ce30b4b352,30,1250,1000,3,VarietyReplacement,2133,1
uuid:fc559b56-9f9a-41f9-9eee-d50b3b94e1e2,60,1700,1200,7,None,2134,3
uuid:4777d87e-7943-4f3b-b605-e8041fbb0542,40,1700,1000,7,None,2135,6
uuid:b3b27ff4-348a-46d4-a9aa-fefc1e9858e1,10,1550,1000,7,None,2136,5
uuid:a99560a7-09a0-461c-adf1-9be5755b3fa5,60,1700,1200,6,None,2137,5
uuid:904abad3-6875-4ff0-862f-e0ae780e01d7,30,1600,1000,7,None,2138,5
uuid:fcfe654a-d2ea-46b7-8121-6a2a7f2e8cd4,10,1600,1100,7,None,2139,2
uuid:c00c933b-0087-4d5e-9241-d292df860173,60,1600,1100,7,None,2140,6
uuid:f6fa37ca-3d17-4c82-afa0-acd70387d46f,50,1000,1300,15,None,2141,3
uuid:967183bd-4931-4362-b18e-f9deb1b7de58,40,1400,1000,6,None,2142,3
uuid:0d3b6c60-d4ec-4b60-9502-79ba580571b0,50,1400,1400,1,None,2143,3
uuid:5776d9f0-b3af-4fcf-a055-f563a9ffb587,50,1200,1100,2,None,2144,5
uuid:c277815a-d26d-4f18-96c2-737c505cff63,60,1400,1150,1,None,2145,21
uuid:df66a379-f0f8-4721-a85c-10273d02b14e,0,1200,1200,6,CropEstablishment VarietyReplacement IrrigationManagement WeedManagement,2146,3
uuid:22922e34-6522-40ad-88ee-7d7e09ac9ca8,10,1600,1110,1,None,2147,20
uuid:b5b3a5f8-418e-4617-b81b-d75168b4037f,50,1410,1250,5,None,2148,3
uuid:595d565d-22ec-4a16-992a-c83e7e257cc1,10,1320,1240,5,None,2149,6
uuid:f827019e-af7b-4597-bde3-1ebecf7506db,30,1350,1250,1,None,2150,4
uuid:15cb9a3c-e4b5-4301-be0e-22e2cb3add06,50,1520,1200,1,None,2151,5
uuid:9816e79b-6c8d-4231-8c62-33f7638590b1,0,1520,1200,1,None,2152,3
uuid:84ecc8c3-b55a-4a0b-84bf-278c5bfba9b5,40,1520,1200,1,VarietyReplacement,2153,11
uuid:20a30e50-c6c1-42f3-a898-dabe9c129526,20,1520,1200,1,None,2154,10
uuid:be9eab04-1ed7-499c-a980-75d37deb14a7,0,1520,1200,1,IrrigationManagement,2155,4
uuid:16cad4e3-2a3d-4187-bcd2-669c85af1579,0,1520,1200,1,None,2156,5
uuid:a2127f10-875b-4b02-8a8a-30550d28a8b6,60,1550,1300,1,None,2157,13
